"cont","accX","accY","accZ","gyroX","gyroY","gyroZ","millis","id"
10198,6556,7682,3136,2967,-4216,6418,834235,"1"
10199,6398,7620,3228,2836,-4237,6178,834245,"1"
10200,6462,7606,3144,2733,-4306,5901,834255,"1"
10196,11852,13218,-4394,539,-11503,1229,841740,"2"
10197,12132,13314,-4650,1504,-11533,1504,841750,"2"
10198,12440,13308,-4846,2176,-11346,1850,841760,"2"
10199,12616,13160,-5036,2593,-11037,2235,841770,"2"
10200,12748,12912,-5198,2821,-10680,2643,841780,"2"
10201,6504,7608,3246,2576,-4397,5591,834265,"1"
10202,6382,7642,3192,2405,-4554,5154,834275,"1"
10203,6312,7548,3380,2264,-4781,4691,834285,"1"
10204,6270,7388,3576,2170,-4923,4353,834295,"1"
10205,6076,7142,4070,2126,-4918,4215,834305,"1"
10201,12998,12698,-5268,2829,-10124,2975,841790,"2"
10202,13108,12444,-5366,2613,-9534,3162,841800,"2"
10203,13118,12176,-5284,2273,-9006,3159,841810,"2"
10204,13208,11754,-5306,1833,-8458,3114,841820,"2"
10205,13274,11610,-5320,1350,-7870,2967,841830,"2"
10206,5836,7016,4390,2066,-4753,4065,834315,"1"
10207,5750,6860,4478,1881,-4576,3941,834325,"1"
10208,5572,6738,4770,1754,-4242,3944,834335,"1"
10209,5472,6672,4822,1728,-3806,4069,834345,"1"
10210,5468,6922,4886,1767,-3387,4306,834355,"1"
10206,13302,11302,-5428,864,-7267,2824,841840,"2"
10207,13408,11046,-5594,593,-6591,2879,841850,"2"
10208,13604,11166,-5602,246,-5801,2864,841860,"2"
10209,13574,11026,-5754,28,-5090,2793,841870,"2"
10210,13570,10870,-5704,32,-4609,2704,841880,"2"
10211,5386,7110,5028,1916,-2927,4585,834365,"1"
10212,5332,7328,5104,2157,-2497,4894,834375,"1"
10213,5398,7540,5190,2461,-2109,5119,834385,"1"
10214,5328,7900,5328,2625,-1878,5148,834395,"1"
10215,5172,8196,5502,2574,-1801,4799,834405,"1"
10211,13512,10666,-5686,81,-3943,2516,841890,"2"
10212,13404,10616,-5744,181,-3391,2255,841900,"2"
10213,13170,10582,-5744,480,-2792,1775,841910,"2"
10214,12912,10464,-5630,1114,-2357,1198,841920,"2"
10215,12732,10530,-5640,1902,-1478,525,841930,"2"
10216,12558,10508,-5792,2701,-232,-375,841940,"2"
10217,12448,10320,-5784,3578,636,-1081,841950,"2"
10218,12272,10052,-5640,4183,1573,-1688,841960,"2"
10219,12106,9544,-5658,4587,2358,-2122,841970,"2"
10220,11942,9420,-5528,4792,2793,-2496,841980,"2"
10216,4998,8276,5884,2351,-1785,4211,834415,"1"
10217,4720,8294,6426,2069,-1717,3591,834425,"1"
10218,4692,8378,7068,1805,-1458,2899,834435,"1"
10219,4500,8728,7606,1526,-1129,2169,834445,"1"
10220,4314,8748,7990,1301,-646,1498,834455,"1"
10221,3940,8948,8352,1101,-245,1063,834465,"1"
10222,3920,9064,8658,982,330,467,834475,"1"
10223,3874,9278,8652,790,966,-249,834485,"1"
10224,3956,9388,8740,510,1537,-1030,834495,"1"
10225,4106,9320,8724,222,1954,-1772,834505,"1"
10221,11742,9362,-5632,4835,3433,-2962,841990,"2"
10222,11318,9316,-5694,4674,4015,-3336,842000,"2"
10223,10718,9606,-5764,4319,4528,-3776,842010,"2"
10224,10274,9898,-5742,3988,5132,-4436,842020,"2"
10225,9870,10118,-5656,3704,5720,-5064,842030,"2"
10226,4212,9156,8842,2,2428,-2637,834515,"1"
10227,4258,9000,8708,-180,2912,-3602,834525,"1"
10228,4166,8754,8380,-540,3478,-4486,834535,"1"
10229,4132,8292,8046,-917,4231,-5157,834545,"1"
10230,4476,8104,7712,-1181,5132,-5667,834555,"1"
10226,9532,10312,-5700,3748,6254,-5704,842040,"2"
10227,9350,10668,-5770,4161,6967,-6583,842050,"2"
10228,9470,11112,-5794,4579,7754,-7194,842060,"2"
10229,9616,11614,-5686,4730,8603,-7710,842070,"2"
10230,9546,12090,-5450,4627,9674,-7992,842080,"2"
10231,4862,8090,7210,-1357,5962,-6104,834565,"1"
10232,5360,8058,6808,-1402,6732,-6358,834575,"1"
10233,5818,8024,6502,-1307,7331,-6153,834585,"1"
10234,6406,8116,6132,-1109,7911,-6010,834595,"1"
10235,6812,8352,5732,-1089,8179,-6055,834605,"1"
10231,9294,12480,-5146,4461,10691,-8266,842090,"2"
10232,8990,12800,-4740,4011,11903,-8378,842100,"2"
10233,8520,13040,-4236,3186,13171,-8410,842110,"2"
10234,8172,13198,-3728,1913,14277,-8369,842120,"2"
10235,7826,13390,-2886,233,15256,-8169,842130,"2"
10236,7374,13694,-2096,-1769,16198,-7737,842140,"2"
10237,7164,13800,-1378,-3416,16438,-7309,842150,"2"
10238,7110,13644,-326,-4638,16481,-6763,842160,"2"
10239,7216,13542,300,-5041,16237,-6109,842170,"2"
10240,7538,13490,434,-4941,15801,-5536,842180,"2"
10236,7422,8498,5570,-1323,8162,-6382,834615,"1"
10237,7900,8726,5384,-1777,7911,-7123,834625,"1"
10238,8246,8752,5542,-2367,7568,-8023,834635,"1"
10239,8630,8932,5516,-3171,7128,-8973,834645,"1"
10240,8810,8990,5514,-4020,6620,-9878,834655,"1"
10241,8944,9054,5474,-4829,6344,-10682,834665,"1"
10242,9076,8998,5410,-5536,6117,-11258,834675,"1"
10243,9028,8946,5240,-6034,6028,-11514,834685,"1"
10244,8928,8918,4950,-6240,6116,-11421,834695,"1"
10245,8896,8830,4660,-6171,6349,-10996,834705,"1"
10241,8044,13422,398,-4464,15189,-4930,842190,"2"
10242,8700,13506,250,-3717,14385,-4405,842200,"2"
10243,9202,13608,-38,-2610,13231,-3847,842210,"2"
10244,9772,13750,-238,-1437,12075,-3120,842220,"2"
10245,10112,13812,-442,-202,11170,-2433,842230,"2"
10246,8732,8622,4300,-5704,6756,-10175,834715,"1"
10247,8568,8510,4064,-5064,7237,-9149,834725,"1"
10248,8500,8506,3620,-4310,7744,-8213,834735,"1"
10249,8472,8604,3350,-3611,8088,-7486,834745,"1"
10250,8382,8488,3000,-3045,8226,-6963,834755,"1"
10246,10532,13888,-620,1024,10240,-1630,842240,"2"
10247,10866,13950,-746,2153,9348,-936,842250,"2"
10248,11122,13832,-826,3226,8495,-337,842260,"2"
10249,11322,13726,-906,4132,7709,196,842270,"2"
10250,11454,13568,-888,5017,6840,677,842280,"2"
10251,8450,8370,2846,-2606,8317,-6551,834765,"1"
10252,8470,8172,2596,-2285,8372,-6234,834775,"1"
10253,8392,7950,2496,-2017,8428,-5920,834785,"1"
10254,8522,7716,2248,-1755,8460,-5432,834795,"1"
10255,8552,7544,1986,-1551,8470,-4977,834805,"1"
10251,11608,13280,-842,5974,5838,1128,842290,"2"
10252,11826,13020,-776,7107,4780,1595,842300,"2"
10253,12014,12972,-892,8047,3813,1959,842310,"2"
10254,12130,12856,-988,8721,2889,2252,842320,"2"
10255,11948,12548,-1230,9180,2260,2143,842330,"2"
10256,8548,7456,1724,-1417,8396,-4625,834815,"1"
10257,8648,7378,1444,-1328,8308,-4300,834825,"1"
10258,8630,7258,1082,-1215,8185,-3967,834835,"1"
10259,8624,7064,666,-1098,8034,-3649,834845,"1"
10260,8656,6988,316,-983,7794,-3276,834855,"1"
10256,11880,12128,-1504,9473,1962,1629,842340,"2"
10257,11720,11612,-1654,9625,1797,792,842350,"2"
10258,11604,11212,-1728,9558,1710,21,842360,"2"
10259,11558,11300,-1564,8882,2141,-432,842370,"2"
10260,11690,11728,-1932,7572,2742,-765,842380,"2"
10261,8544,6902,-66,-768,7460,-2991,834865,"1"
10262,8470,6822,-404,-556,7009,-2838,834875,"1"
10263,8438,6752,-656,-294,6608,-2638,834885,"1"
10264,8310,6620,-826,-13,6057,-2463,834895,"1"
10265,8270,6552,-972,175,5534,-2358,834905,"1"
10261,11904,11948,-1868,5924,3102,-1054,842390,"2"
10262,12058,12060,-1788,4327,3441,-1121,842400,"2"
10263,12134,12088,-1794,3031,3669,-1098,842410,"2"
10264,12338,12202,-1812,2042,3715,-1094,842420,"2"
10265,12388,12134,-1748,1402,3544,-1146,842430,"2"
10266,8236,6500,-962,248,4921,-2257,834915,"1"
10267,8172,6246,-1014,290,4342,-2076,834925,"1"
10268,8218,6066,-1004,280,3749,-1916,834935,"1"
10269,8294,5900,-826,215,3202,-1687,834945,"1"
10270,8258,5738,-702,80,2715,-1423,834955,"1"
10266,12338,12130,-1524,1000,3323,-1126,842440,"2"
10267,12140,12232,-1508,703,3166,-1098,842450,"2"
10268,11956,12346,-1404,432,3038,-1092,842460,"2"
10269,11734,12274,-1366,269,2968,-1083,842470,"2"
10270,11574,12372,-1052,113,2826,-1107,842480,"2"
10271,8478,5700,-630,-125,2191,-1234,834965,"1"
10272,8574,5734,-538,-384,1540,-1194,834975,"1"
10273,8640,5600,-372,-514,901,-1110,834985,"1"
10274,8882,5496,-216,-554,330,-791,834995,"1"
10275,9098,5532,-28,-521,-128,-264,835005,"1"
10271,11490,12472,-968,-244,2662,-1096,842490,"2"
10272,11170,12434,-650,-625,2397,-1174,842500,"2"
10273,10914,12328,-314,-955,2025,-1109,842510,"2"
10274,10632,12420,-146,-1435,1434,-1102,842520,"2"
10275,10214,12840,-38,-2102,762,-1135,842530,"2"
10276,9304,5460,92,-416,-601,397,835015,"1"
10277,9728,5494,352,-216,-1092,1269,835025,"1"
10278,10088,5620,762,58,-1669,2154,835035,"1"
10279,10382,5848,1238,259,-2329,2972,835045,"1"
10280,10554,6096,1872,425,-2864,3858,835055,"1"
10276,9872,13110,-78,-2762,87,-1174,842540,"2"
10277,9632,13418,14,-3355,-627,-1159,842550,"2"
10278,9194,13754,-44,-3645,-1565,-1017,842560,"2"
10279,8512,14384,6,-3730,-2338,-1039,842570,"2"
10280,7862,14754,-116,-3704,-2860,-970,842580,"2"
10281,10532,6222,2532,518,-3316,4770,835065,"1"
10282,10764,6284,2964,599,-3768,5570,835075,"1"
10283,10950,6324,3026,606,-4383,6445,835085,"1"
10284,10752,6270,2738,636,-5159,7246,835095,"1"
10285,10320,6432,2524,639,-6033,7943,835105,"1"
10281,7412,15080,-188,-3624,-3348,-700,842590,"2"
10282,7330,15614,-318,-3608,-3767,-459,842600,"2"
10283,7692,15714,-294,-3674,-4229,-18,842610,"2"
10284,8286,15520,-204,-3367,-4918,569,842620,"2"
10285,9192,15106,-130,-2474,-6197,1155,842630,"2"
10286,9872,6934,2618,630,-6894,8418,835115,"1"
10287,9268,7444,2822,674,-7717,8637,835125,"1"
10288,8776,7962,3228,821,-8418,8740,835135,"1"
10289,8410,8434,3820,989,-8908,8750,835145,"1"
10290,8012,8800,4228,1112,-9343,8495,835155,"1"
10286,9878,14566,124,-1173,-7518,1735,842640,"2"
10287,10394,14612,188,53,-8930,2338,842650,"2"
10288,10424,14418,-144,743,-10072,3039,842660,"2"
10289,10308,14422,-790,881,-11208,3877,842670,"2"
10290,10096,14282,-1310,616,-12000,4634,842680,"2"
10291,7856,9100,4712,1070,-9782,7855,835165,"1"
10292,7834,9514,5130,795,-10336,6911,835175,"1"
10293,7626,9654,5606,299,-10912,5865,835185,"1"
10294,7486,9676,6068,-188,-11403,4781,835195,"1"
10295,7174,9942,6312,-745,-11855,3520,835205,"1"
10291,9668,14200,-1918,243,-12550,5525,842690,"2"
10292,9226,14022,-2642,-265,-12635,6090,842700,"2"
10293,8806,13892,-3218,-898,-12559,6494,842710,"2"
10294,8628,13784,-3738,-1808,-12084,6840,842720,"2"
10295,8540,13704,-4202,-3006,-11503,7085,842730,"2"
10296,6708,9930,6526,-1217,-12351,2211,835215,"1"
10297,6226,9850,6504,-1489,-12600,893,835225,"1"
10298,5714,9686,6382,-1493,-12467,-337,835235,"1"
10299,5314,9470,6228,-1253,-11845,-1208,835245,"1"
10300,5128,9082,5948,-664,-10962,-1548,835255,"1"
10296,8552,13770,-4312,-4511,-10793,7299,842740,"2"
10297,8638,13636,-4794,-5983,-10209,7476,842750,"2"
10298,8982,13502,-4750,-7148,-9712,7458,842760,"2"
10299,9180,13502,-4680,-8300,-9176,7384,842770,"2"
10300,9576,13474,-4574,-8883,-8841,7188,842780,"2"
10301,5216,8652,5522,146,-9909,-1431,835265,"1"
10302,5352,7986,4984,1092,-8897,-977,835275,"1"
10303,5648,7704,4884,1942,-7890,-435,835285,"1"
10304,6068,7400,4486,2760,-7164,58,835295,"1"
10305,6170,7030,4204,3399,-6542,526,835305,"1"
10301,9708,13518,-4586,-8588,-8490,6715,842790,"2"
10302,10260,13450,-4540,-7580,-8322,6120,842800,"2"
10303,10670,13360,-4522,-6492,-8183,5560,842810,"2"
10304,10988,13208,-4558,-5367,-8115,4978,842820,"2"
10305,11368,13074,-4684,-4416,-8115,4476,842830,"2"
10306,6356,6670,4052,3885,-6019,1108,835315,"1"
10307,6524,6614,3854,4140,-5566,1615,835325,"1"
10308,6518,6432,3786,4311,-5158,2067,835335,"1"
10309,6556,6302,3728,4451,-4750,2552,835345,"1"
10310,6578,6212,3740,4574,-4324,3052,835355,"1"
10306,11614,13130,-4814,-3787,-8111,4033,842840,"2"
10307,11924,13178,-4726,-3408,-8041,3858,842850,"2"
10308,12116,13090,-4882,-3173,-7984,3801,842860,"2"
10309,12354,13114,-4914,-2968,-7872,4035,842870,"2"
10310,12530,13080,-4896,-2815,-7639,4407,842880,"2"
10311,6638,6232,3714,4589,-3950,3561,835365,"1"
10312,6528,6276,3774,4527,-3619,3974,835375,"1"
10313,6534,6168,3702,4512,-3359,4261,835385,"1"
10314,6526,6052,3640,4512,-3135,4568,835395,"1"
10315,6660,6080,3546,4548,-2903,4945,835405,"1"
10311,12572,12764,-4890,-2655,-7474,4720,842890,"2"
10312,12632,12574,-4670,-2232,-7482,5083,842900,"2"
10313,12704,12450,-4670,-1854,-7527,5218,842910,"2"
10314,12692,12254,-4642,-1586,-7614,5217,842920,"2"
10315,12634,11990,-4720,-1462,-7664,5131,842930,"2"
10316,6702,6146,3592,4523,-2778,5414,835415,"1"
10317,6684,6194,3640,4495,-2699,5779,835425,"1"
10318,6548,6244,3754,4407,-2703,6016,835435,"1"
10319,6376,6360,3944,4240,-2648,6118,835445,"1"
10320,6152,6406,4128,3969,-2636,6153,835455,"1"
10316,12592,11842,-4840,-1313,-7709,4887,842940,"2"
10317,12666,11666,-5180,-1120,-7669,4737,842950,"2"
10318,12694,11726,-5404,-930,-7513,4629,842960,"2"
10319,12736,11732,-5696,-852,-7091,4367,842970,"2"
10320,12880,11732,-5872,-842,-6385,4090,842980,"2"
10321,5988,6498,4342,3687,-2558,6087,835465,"1"
10322,5784,6552,4434,3389,-2442,6012,835475,"1"
10323,5608,6662,4780,3113,-2257,5814,835485,"1"
10324,5478,6742,5026,2795,-2063,5615,835495,"1"
10325,5380,6874,5406,2514,-1774,5523,835505,"1"
10321,12910,11448,-5918,-909,-5540,3830,842990,"2"
10322,13062,11342,-5696,-854,-4881,3667,843000,"2"
10323,13116,11192,-5514,-820,-4282,3508,843010,"2"
10324,13114,11208,-5384,-875,-3760,3349,843020,"2"
10325,13030,11120,-5368,-1038,-3286,3097,843030,"2"
10326,5318,7026,5748,2368,-1424,5497,835515,"1"
10327,5344,7348,5876,2293,-1104,5490,835525,"1"
10328,5238,7792,6158,2217,-817,5395,835535,"1"
10329,5156,8140,6264,2124,-593,5148,835545,"1"
10330,5148,8502,6484,1960,-429,4617,835555,"1"
10326,13036,11098,-5378,-1129,-2846,2844,843040,"2"
10327,12892,10944,-5450,-1024,-2334,2526,843050,"2"
10328,12852,10774,-5594,-574,-1748,2070,843060,"2"
10329,12792,10582,-5770,-74,-1121,1531,843070,"2"
10330,12726,10316,-5818,360,-499,920,843080,"2"
10331,5074,8970,6688,1610,-384,3767,835565,"1"
10332,4950,9272,7016,1207,-358,2784,835575,"1"
10333,4786,9398,7266,862,-325,1685,835585,"1"
10334,4416,9270,7638,509,-122,759,835595,"1"
10335,4394,9176,7910,245,285,80,835605,"1"
10331,12616,9882,-5864,683,3,318,843090,"2"
10332,12508,9674,-5930,1230,233,-164,843100,"2"
10333,12282,9548,-6028,1864,675,-851,843110,"2"
10334,12018,9498,-6100,2537,1076,-1534,843120,"2"
10335,11588,9822,-6304,3197,1712,-2446,843130,"2"
10336,4440,8972,8234,-20,809,-432,835615,"1"
10337,4638,8856,8498,-315,1365,-896,835625,"1"
10338,4688,8844,8674,-675,1901,-1246,835635,"1"
10339,4810,8774,8708,-1060,2396,-1672,835645,"1"
10340,4616,8794,8486,-1532,2886,-2270,835655,"1"
10336,11128,10000,-6396,3775,2614,-3542,843140,"2"
10337,10698,10200,-6650,4188,3539,-4505,843150,"2"
10338,10266,10438,-6684,4464,4506,-5379,843160,"2"
10339,10040,10906,-6752,4499,5659,-6323,843170,"2"
10340,9862,11238,-6728,4486,6852,-7319,843180,"2"
10341,4354,8574,8232,-2014,3458,-3121,835665,"1"
10342,4156,8388,7924,-2420,4115,-3915,835675,"1"
10343,4180,8332,7632,-2721,5039,-4507,835685,"1"
10344,4576,8238,7292,-2792,6148,-4714,835695,"1"
10345,5100,8308,6840,-2570,7217,-4651,835705,"1"
10341,9944,11630,-6584,4537,8139,-8258,843190,"2"
10342,9972,11996,-6086,4737,9283,-8907,843200,"2"
10343,9860,12562,-5532,4981,10412,-9313,843210,"2"
10344,9704,13258,-5202,4720,11609,-9584,843220,"2"
10345,9240,13698,-4716,3827,12921,-9543,843230,"2"
10346,8946,14040,-3998,2724,14252,-9295,843240,"2"
10347,8586,14304,-3358,1650,15115,-8719,843250,"2"
10348,8184,14820,-2476,464,15889,-8334,843260,"2"
10349,7774,14922,-1570,-503,16224,-7983,843270,"2"
10350,7382,14902,-830,-1326,16293,-7664,843280,"2"
10346,5580,8426,6550,-2285,8208,-4371,835715,"1"
10347,6146,8670,6106,-1963,8960,-4194,835725,"1"
10348,6812,8900,5854,-1733,9445,-4237,835735,"1"
10349,7382,9188,5628,-1761,9666,-4519,835745,"1"
10350,7980,9410,5612,-2063,9525,-5099,835755,"1"
10351,8538,9504,5466,-2634,9079,-5928,835765,"1"
10352,8788,9504,5500,-3392,8545,-6973,835775,"1"
10353,8994,9430,5402,-4308,7974,-7986,835785,"1"
10354,9064,9354,5398,-5149,7507,-8850,835795,"1"
10355,9032,9362,5400,-5807,7198,-9506,835805,"1"
10351,7400,14922,-328,-1989,16040,-7459,843290,"2"
10352,7556,14994,-58,-2458,15539,-7241,843300,"2"
10353,8064,15104,118,-2620,14834,-7004,843310,"2"
10354,8656,15160,104,-2389,14019,-6534,843320,"2"
10355,9330,15346,-236,-1906,13058,-6070,843330,"2"
10356,8960,9290,5184,-6170,7062,-9854,835815,"1"
10357,8888,9252,4864,-6210,7186,-9669,835825,"1"
10358,8620,9090,4540,-5873,7533,-9087,835835,"1"
10359,8484,9050,4210,-5145,7973,-8229,835845,"1"
10360,8330,9070,3858,-4256,8420,-7267,835855,"1"
10356,9924,15458,-578,-1173,12068,-5463,843340,"2"
10357,10374,15386,-850,-310,11059,-4631,843350,"2"
10358,10808,15052,-890,777,9997,-3762,843360,"2"
10359,11260,14448,-768,2519,8834,-2797,843370,"2"
10360,11532,13980,-634,4852,7649,-1940,843380,"2"
10361,8198,9060,3500,-3394,8850,-6335,835865,"1"
10362,8240,9010,3074,-2669,9218,-5591,835875,"1"
10363,8248,8866,2862,-2050,9454,-5181,835885,"1"
10364,8218,8748,2482,-1594,9521,-5048,835895,"1"
10365,8266,8608,2276,-1339,9518,-4973,835905,"1"
10361,11770,13810,-694,7193,6501,-1310,843390,"2"
10362,11962,13726,-832,8949,5388,-1016,843400,"2"
10363,12156,13454,-976,9980,4485,-847,843410,"2"
10364,12290,12972,-992,10540,3582,-729,843420,"2"
10365,12356,12690,-1094,10770,2887,-641,843430,"2"
10366,8320,8326,2028,-1185,9483,-4922,835915,"1"
10367,8336,8046,1874,-1052,9387,-4937,835925,"1"
10368,8382,7860,1578,-966,9237,-4974,835935,"1"
10369,8396,7732,1294,-882,9097,-4918,835945,"1"
10370,8318,7436,1040,-737,8961,-4743,835955,"1"
10366,12384,12486,-1324,10670,2397,-700,843440,"2"
10367,12380,12148,-1478,10333,2020,-911,843450,"2"
10368,12362,11934,-1532,9845,1790,-1149,843460,"2"
10369,12396,11828,-1666,8922,1744,-1407,843470,"2"
10370,12428,11806,-1804,7757,1656,-1544,843480,"2"
10371,8396,7238,882,-495,8860,-4437,835965,"1"
10372,8502,7032,570,-230,8729,-4035,835975,"1"
10373,8486,6884,226,18,8538,-3676,835985,"1"
10374,8574,6704,-142,233,8210,-3369,835995,"1"
10375,8562,6552,-370,373,7716,-3154,836005,"1"
10371,12460,11948,-1834,6445,1703,-1744,843490,"2"
10372,12368,11942,-2046,5226,1688,-1861,843500,"2"
10373,12370,12026,-2096,4171,1791,-1917,843510,"2"
10374,12378,12398,-2304,3056,2030,-1977,843520,"2"
10375,12448,12450,-2292,1817,2235,-1960,843530,"2"
10376,8496,6472,-588,301,7194,-2969,836015,"1"
10377,8606,6346,-712,241,6600,-2815,836025,"1"
10378,8598,6128,-790,178,6181,-2609,836035,"1"
10379,8592,5878,-832,58,5618,-2341,836045,"1"
10380,8660,5780,-842,-119,5042,-2111,836055,"1"
10376,12444,12448,-2108,959,2262,-1914,843540,"2"
10377,12388,12434,-1992,573,2234,-1933,843550,"2"
10378,12270,12564,-1812,435,2053,-1991,843560,"2"
10379,12260,12734,-1598,472,1822,-2080,843570,"2"
10380,12182,12738,-1384,669,1431,-2052,843580,"2"
10381,8652,5748,-964,-326,4359,-1951,836065,"1"
10382,8580,5690,-914,-528,3651,-1847,836075,"1"
10383,8558,5726,-930,-704,3006,-1648,836085,"1"
10384,8504,5684,-974,-777,2433,-1379,836095,"1"
10385,8566,5578,-880,-670,1929,-914,836105,"1"
10381,12042,12972,-1282,773,1161,-2046,843590,"2"
10382,12004,13172,-1144,814,765,-2038,843600,"2"
10383,11854,13280,-934,734,461,-2059,843610,"2"
10384,11612,13402,-732,671,50,-2055,843620,"2"
10385,11322,13606,-662,444,-256,-1967,843630,"2"
10386,8744,5638,-692,-446,1531,-275,836115,"1"
10387,8952,5648,-452,-95,1205,522,836125,"1"
10388,9410,5704,-296,307,783,1479,836135,"1"
10389,9992,5918,46,647,307,2421,836145,"1"
10390,10280,6038,320,839,-380,3306,836155,"1"
10386,11038,13886,-454,27,-662,-1802,843640,"2"
10387,10714,14368,-480,-497,-1138,-1601,843650,"2"
10388,10386,14954,-612,-1266,-1548,-1223,843660,"2"
10389,10104,15486,-818,-1940,-2052,-843,843670,"2"
10390,9718,15896,-948,-2491,-2459,-493,843680,"2"
10391,10628,6040,744,990,-1115,4250,836165,"1"
10392,11040,6440,1176,1037,-1916,4996,836175,"1"
10393,11240,6756,1718,824,-2861,5606,836185,"1"
10394,11322,6880,2386,569,-3751,6194,836195,"1"
10395,11192,6972,2842,401,-4541,6889,836205,"1"
10391,9306,16138,-1148,-2885,-2835,0,843690,"2"
10392,8820,16398,-1226,-3082,-3283,473,843700,"2"
10393,8582,16554,-1436,-3158,-3644,831,843710,"2"
10394,8120,16710,-1752,-3268,-3839,1225,843720,"2"
10395,8104,16688,-2124,-3434,-3852,1705,843730,"2"
10396,8606,16690,-2438,-3580,-3759,2136,843740,"2"
10397,9378,16450,-2538,-3651,-3594,2610,843750,"2"
10398,10188,16154,-2558,-3733,-3569,3283,843760,"2"
10399,10778,15728,-2432,-3846,-3691,4035,843770,"2"
10400,11074,15324,-2384,-3929,-4036,4881,843780,"2"
10396,10808,7002,2980,238,-5255,7577,836215,"1"
10397,10406,6948,2658,121,-6062,8119,836225,"1"
10398,9904,6904,2388,177,-6925,8609,836235,"1"
10399,9610,7244,2472,375,-7794,8846,836245,"1"
10400,9194,7772,2682,550,-8780,9016,836255,"1"
10401,8626,8244,3272,566,-9638,9004,836265,"1"
10402,8150,8584,3934,453,-10383,8585,836275,"1"
10403,8042,9024,4526,57,-11216,7705,836285,"1"
10404,7984,9160,5340,-412,-11953,6493,836295,"1"
10405,7806,9300,5938,-1027,-12789,5214,836305,"1"
10401,11116,15068,-2310,-4006,-4387,5716,843790,"2"
10402,11004,14946,-2336,-4078,-4814,6413,843800,"2"
10403,10632,14752,-2644,-4031,-5238,7009,843810,"2"
10404,10364,14358,-2838,-3866,-5557,7321,843820,"2"
10405,10020,14124,-3088,-3769,-5790,7483,843830,"2"
10406,7740,9574,6602,-1752,-13365,3791,836315,"1"
10407,7484,9756,6944,-2292,-13839,2137,836325,"1"
10408,7002,9794,7262,-2670,-14378,607,836335,"1"
10409,6614,9800,7472,-2949,-14619,-664,836345,"1"
10410,6136,9676,7402,-2982,-14391,-1602,836355,"1"
